objectid,filename,title,creator,mine,date,description,subject,location,latitude,longitude,source,format_original,format,type,identifier,language,rights,rightsstatement
cometbus_4_8107_box_4_crackpot_flyers_c1977_1992_4_84_267,cometbus_4_8107_box_4_267.jpg,Crackpot Flyers c.1977 1992,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1977-1992,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder crackpot_flyers_c1977_1992_4_84).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; rakpot flyers; conspiracy theory; UFO discourse; extraterrestrial imagery; Cold War paranoia; American identity; nationalism; anti-government sentiment; critique; Seattle Washington; culture; counterculture,"Seattle, Washington",47.6062,-122.3321,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-267,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_crackpot_flyers_c1977_1992_4_84_268,cometbus_4_8107_box_4_268.jpg,Crackpot Flyers c.1977 1992,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1977-1992,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder crackpot_flyers_c1977_1992_4_84).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; rakpot flyers; student activism; UC Berkeley; police brutality; police raids; homelessness; housing rights; anti-police; civil disobedience; affinity groups; consensus decision making; jail solidarity; grassroots organizing; counterculture; protest; public demonstration; politics,"Berkeley, California",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-268,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_not_punk_but_good_c1981_1986_4_85_270,cometbus_4_8107_box_4_270.jpg,c.1981 1986,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1981-1986,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder not_punk_but_good_c1981_1986_4_85).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; rakpot flyers; student activism; UC Berkeley; police brutality; police raids; homelessness; housing rights; anti-police; civil disobedience; affinity groups; consensus decision making; jail solidarity; grassroots organizing; counterculture; protest; public demonstration; politics,"Berkeley, California",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-270,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_not_punk_but_good_c1981_1986_4_85_271,cometbus_4_8107_box_4_271.jpg,c.1981 1986,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1981-1986,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder not_punk_but_good_c1981_1986_4_85).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; rakpot flyers; student activism; UC Berkeley; police brutality; police raids; homelessness; housing rights; anti-police; civil disobedience; affinity groups; consensus decision making; jail solidarity; grassroots organizing; counterculture; protest; public demonstration; politics,"Berkeley, California",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-271,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_not_punk_but_good_c1981_1986_4_85_272,cometbus_4_8107_box_4_272.jpg,c.1981 1986,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1981-1986,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder not_punk_but_good_c1981_1986_4_85).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; rakpot flyers; student activism; UC Berkeley; police brutality; police raids; homelessness; housing rights; anti-police; civil disobedience; affinity groups; consensus decision making; jail solidarity; grassroots organizing; counterculture; protest; public demonstration; politics,"Berkeley, California",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-272,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_not_punk_but_good_c1981_1986_4_85_273,cometbus_4_8107_box_4_273.jpg,c.1981 1986,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1981-1986,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder not_punk_but_good_c1981_1986_4_85).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; rakpot flyers; student activism; UC Berkeley; police brutality; police raids; homelessness; housing rights; anti-police; civil disobedience; affinity groups; consensus decision making; jail solidarity; grassroots organizing; counterculture; protest; public demonstration; politics,"Berkeley, California",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-273,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_not_punk_but_good_c1981_1986_4_85_274,cometbus_4_8107_box_4_274.jpg,c.1981 1986,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1981-1986,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder not_punk_but_good_c1981_1986_4_85).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; rakpot flyers; student activism; UC Berkeley; police brutality; police raids; homelessness; housing rights; anti-police; civil disobedience; affinity groups; consensus decision making; jail solidarity; grassroots organizing; counterculture; protest; public demonstration; politics,"Berkeley, California",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-274,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_not_punk_but_good_c1981_1986_4_85_276,cometbus_4_8107_box_4_276.jpg,c.1981 1986,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1981-1986,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder not_punk_but_good_c1981_1986_4_85).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; San Francisco; Bay Area punk; anti-apartheid movement; South African Airways boycott; divestment movement; anti-Reagan; war; political protest; activism; music scene; hardcore punk; heavy metal,"San Francisco, CA",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-276,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_not_punk_but_good_c1981_1986_4_85_277,cometbus_4_8107_box_4_277.jpg,c.1981 1986,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1981-1986,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder not_punk_but_good_c1981_1986_4_85).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; San Francisco; Bay Area punk; anti-apartheid movement; South African Airways boycott; divestment movement; anti-Reagan; war; political protest; activism; music scene; hardcore punk; heavy metal,"San Francisco, CA",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-277,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_flyers_handbills_posters_1988_2_1_2,dc_archives_8170_box_1_2.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder flyers_handbills_posters_1988_2_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; Washington DC punk; d.c. space; hardcore punk; music scene; show calendar; independent venues; banned in dc; culture","d.c. space, 7th Street NW & E Street NW, Washington, DC, United States",38.8967,-77.0229,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-2,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_flyers_handbills_posters_1988_2_1_3,dc_archives_8170_box_1_3.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder flyers_handbills_posters_1988_2_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; Washington DC punk; d.c. space; hardcore punk; music scene; show calendar; independent venues; banned in dc; culture","d.c. space, Washington, DC, United States",38.8967,-77.0229,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-3,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_flyers_handbills_posters_1988_2_1_4,dc_archives_8170_box_1_4.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder flyers_handbills_posters_1988_2_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; Washington DC punk; d.c. space; hardcore punk; music scene; show calendar; independent venues; banned in dc; culture","d.c. space, Washington, DC, United States",38.8967,-77.0229,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-4,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_7,dc_archives_8170_box_1_7.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; Washington DC punk; d.c. space; hardcore punk; music scene; show calendar; independent venues; banned in dc; culture","University of Maryland, College Park (Colony Ballroom, Student Union), College Park, Maryland, United States",38.9869,-76.9426,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-7,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_8,dc_archives_8170_box_1_8.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; Washington DC punk; d.c. space; hardcore punk; music scene; show calendar; independent venues; banned in dc; culture","Wilson Center, 15th & Irving St NW, Washington, DC, United States",38.9283,-77.034,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-8,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_9,dc_archives_8170_box_1_9.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; Washington DC punk; d.c. space; hardcore punk; music scene; show calendar; independent venues; banned in dc; culture","Wilson Center, 15th St & Irving St NW, Washington, DC, United States",38.9283,-77.034,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-9,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_10,dc_archives_8170_box_1_10.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; Washington DC punk; d.c. space; hardcore punk; music scene; show calendar; independent venues; banned in dc; culture","The Mill, 8402 Riggs Rd, Adelphi, Maryland, United States",39.0027,-76.9688,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-10,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_11,dc_archives_8170_box_1_11.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; Washington DC punk; d.c. space; hardcore punk; music scene; show calendar; independent venues; banned in dc; culture","Market Five Gallery, Washington, DC, United States",38.897,-77.0224,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-11,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_12,dc_archives_8170_box_1_12.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; Washington DC punk; d.c. space; hardcore punk; music scene; show calendar; independent venues; banned in dc; culture; government issue","9:30 Club (930 F St NW), Washington, DC, United States",38.8977,-77.024,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-12,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_13,dc_archives_8170_box_1_13.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; Washington DC punk; d.c. space; hardcore punk; music scene; show calendar; independent venues; banned in dc; culture; government issue","Space II Arcade, North Capitol St & K St NW, Washington, DC, United States",38.9029,-77.0091,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-13,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_14,dc_archives_8170_box_1_14.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; Washington DC punk; d.c. space; hardcore punk; music scene; show calendar; independent venues; banned in dc; culture","Oscar’s Eye (above Rogue’s), 9th St & Pennsylvania Ave NW, Washington, DC, United States",38.8939,-77.0256,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-14,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_15,dc_archives_8170_box_1_15.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; Washington DC punk; d.c. space; hardcore punk; music scene; show calendar; independent venues; banned in dc; culture","Wilson Center, 15th St & Irving St NW, Washington, DC, United States",38.9283,-77.034,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-15,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_16,dc_archives_8170_box_1_16.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; Washington DC punk; d.c. space; hardcore punk; music scene; show calendar; independent venues; banned in dc; culture","Oscar’s Eye (above Rogue’s), 9th St & Pennsylvania Ave NW, Washington, DC, United States",38.8939,-77.0256,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-16,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_17,dc_archives_8170_box_1_17.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; Washington DC punk; d.c. space; hardcore punk; music scene; show calendar; independent venues; banned in dc; culture","Terminal 406, Baltimore, Maryland, United States",39.2904,-76.6122,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-17,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_18,dc_archives_8170_box_1_18.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; government issue; FU’s; space II; music scene; concert flyer; subculture; counterculture; anti establishment","Space II Arcade, North Capitol St & K St NE, Washington, DC, United States",38.9073,-77.009,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-18,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_20,dc_archives_8170_box_1_20.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; government issue; FU’s; space II; music scene; concert flyer; subculture; counterculture; anti establishment; University of Maryland; Leroi Brothers; Orthotonics; Teresa Gunner Group;","University of Maryland Student Union, Colony Ballroom, College Park, Maryland, United States",38.9869,-76.9426,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-20,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_21,dc_archives_8170_box_1_21.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.; government issue; FU’s; space II; music scene; concert flyer; subculture; counterculture; anti establishment; University of Maryland; Leroi Brothers; Orthotonics; Teresa Gunner Group;","University of Maryland Student Union, Colony Ballroom, College Park, Maryland, United States",38.9869,-76.9426,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-21,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_23,dc_archives_8170_box_1_23.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.; anti war; counterculture; ideology;","Washington, DC",38.9072,-77.0369,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-23,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_24,dc_archives_8170_box_1_24.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",1974-1986,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.; museum exhibition; anti war; counterculture; ideology; modernism; postmodernism; art interpretation","Hirshhorn Museum and Sculpture Garden, Washington, DC",38.8882,-77.0229,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-24,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
